xAcc,yAcc,zAcc
-4.746162,0.309746,6.522663
-6.060574,0.932213,6.130051
-6.247433,2.292149,6.060574
-7.530602,1.791676,3.900982
-7.410988,2.598621,3.862747
-6.783611,1.937771,4.319927
-6.247433,2.067055,4.109264
-7.33913,2.138912,5.337536
-7.734123,3.273754,3.989651
-7.738884,4.281693,3.9776
-7.918453,3.714272,4.396545
-8.086121,3.256943,4.798828
-8.739681,3.127659,4.920971
-8.057407,4.34626,5.349438
-7.403698,4.758064,4.154789
-7.353413,4.995209,4.679066
-7.262512,4.114025,3.817223
-6.934467,3.520271,3.14447
-6.182716,3.838795,3.61132
-6.798042,4.676685,4.123695
-7.315178,4.784397,4.267262
-7.042179,5.263298,3.752506
-7.293606,4.762974,3.362274
-7.082943,5.392582,3.024708
-7.252991,5.050255,3.005516
-8.17955,7.154652,3.283276
-8.220165,6.721424,2.981564
-6.807564,6.098808,2.486
-9.750149,5.737289,2.713474
-11.112316,5.421295,5.062157
-10.142761,4.932873,4.025505
-5.529156,6.716515,3.493938
-4.789307,6.793133,3.223469
-6.290428,6.869751,3.110847
-5.531536,7.149891,2.624954
-4.679214,7.283936,2.567379
-4.72221,7.252842,2.078957
-3.79089,8.414017,1.336876
-3.22823,8.495396,1.595444
-3.079903,8.773155,2.067055
-2.984093,9.096439,2.433334
-3.094185,9.022202,2.091007
-3.996792,9.01506,1.825298
-4.317696,8.533779,1.260258
-4.700787,8.682255,0.649693
-4.288982,8.746822,1.145256
-4.370361,8.663063,2.732666
-3.836414,8.852154,3.113228
-3.266613,8.813919,3.053421
-3.261852,8.529018,3.082134
-3.204277,8.868965,2.256145
-3.314518,8.754112,2.325623
-3.616081,8.557732,2.744568
-3.410179,8.459541,2.653667
-2.936188,8.665443,2.038342
-2.77343,8.749203,1.700775
-2.818806,8.828201,1.83482
-2.933807,9.19939,2.047863
-2.699192,9.206532,2.526764
-2.94809,9.180199,2.687141
-3.369564,8.947964,2.890663
-3.80294,8.852154,2.512333
-3.687939,8.936062,2.280098
-2.964901,9.18972,2.48838
-3.393517,9.134674,2.828327
-3.060711,9.122772,2.720615
-2.651287,9.026962,2.567379
-3.173183,8.845013,2.881142
-2.974422,8.871346,2.900185
-2.986473,8.658302,2.284859
-3.158901,8.785206,1.736629
-3.32642,8.945583,1.645729
-3.091805,8.83073,1.93301
-3.441422,8.138786,1.846722
-3.192375,8.775536,1.353539
-2.749477,9.19939,1.645729
-2.517242,9.062965,2.629715
-2.663189,9.386101,2.486
-2.840378,9.249676,1.978386
-2.833237,9.395622,2.012009
-3.398277,8.797108,2.11496
-3.369564,9.050915,2.313572
-3.467754,9.00539,2.95776
-3.170803,9.46748,3.261703
-2.596241,9.041393,3.448414
-1.56673,8.847393,2.653667
-1.310543,8.627209,1.892246
-0.929832,9.086769,2.270576
0.171535,9.405293,2.720615
0.985474,9.702095,2.900185
0.609673,9.431625,2.780571
-0.34322,9.47224,2.617664
-0.616219,9.192249,2.586571
-0.077511,9.043774,2.426193
0.705334,8.943203,1.430157
1.440422,8.950344,0.278503
1.598419,9.465099,-0.248154
0.999905,9.594383,0.762165
0.310341,9.110722,1.300873
0.243244,9.316624,1.152397
0.260056,9.38372,1.346397
-0.247559,9.086769,1.688725
0.092537,9.266338,1.844341
0.238483,9.508244,2.074196
-0.295315,9.342957,2.39986
-0.386364,9.017441,2.102909
0.020679,9.299961,1.434917
0.264816,9.431625,1.334347
0.386959,9.455578,1.6432
0.307961,9.527435,1.990437
-0.209175,9.673382,2.272957
-0.884308,9.510624,2.454906
-1.224403,9.216053,2.57943
-0.972977,9.292671,2.323242
-0.965687,9.170677,2.057533
-0.838932,9.321533,2.095768
-0.791027,9.28553,2.296909
-0.630501,9.213673,2.251385
-0.450932,9.10358,2.033581
-0.266602,9.094059,1.633678
-0.233128,9.419575,1.822769
-0.046417,9.47224,2.430954
-0.065609,9.481911,2.533905
-0.180462,9.254436,1.952053
-0.501217,9.225723,1.672062
-1.00169,9.137054,1.966484
-1.159687,9.297581,2.58181
-1.118923,9.6591,3.113228
-0.697598,9.577721,3.283276
-0.857975,9.539337,2.809284
-1.978535,9.213673,2.39748
-3.204277,8.902439,1.920959
-3.484417,8.993488,2.569759
-2.098148,9.553768,3.582607
-1.727108,9.704475,3.276134
-2.816425,9.254436,2.414143
-4.111794,7.896881,1.954582
-4.087841,7.568836,1.305634
-3.680798,6.936848,-0.169155
-2.543575,7.264893,-1.069382
-2.047863,7.765217,-1.083664
-1.150166,8.299164,-0.166775
-0.513268,8.840252,0.592266
-1.432686,8.550591,0.790878
-2.12701,8.988728,1.202682
-2.251385,9.072487,2.11496
-1.384781,9.912907,2.694283
-1.28421,10.604702,3.249802
-2.098148,10.49699,4.205074
-1.976154,11.172123,4.475544
-1.236305,12.223206,5.134014
-0.975357,12.680534,6.58247
-1.056736,12.64468,7.24332
-1.626537,12.448299,7.116417
-2.466957,12.093922,6.539474
-2.641766,11.749214,5.84753
-3.355133,10.669418,5.014252
-4.116554,10.085186,3.515511
-3.429371,10.166565,2.591331
-2.847668,9.841049,2.414143
-2.929047,9.434006,1.803726
-3.285805,9.242535,1.892246
-3.850697,8.505066,1.928249
-3.671276,8.193832,1.683964
-3.04628,7.98555,1.18111
-2.251385,8.145927,0.788498
-2.275337,7.916073,0.680786
-2.605762,7.772358,1.255348
-2.814045,7.212227,1.245827
-2.507572,7.693359,1.296112
-2.588951,7.171463,1.142876
-2.11972,7.528221,0.750263
-2.263435,7.346272,0.008034
-1.767872,6.996655,-0.320011
-2.392719,6.601662,-0.343964
-3.161282,6.285667,-1.351902
-3.146851,6.405281,-1.734993
-2.837997,6.187477,-1.41647
-2.912235,5.928909,-2.426937
-2.916996,5.825958,-3.38221
-2.12701,6.067715,-3.276878
-2.598621,6.187477,-2.54417
-2.847668,6.29995,-1.70866
-2.48362,5.869102,-0.736576
-2.320862,5.972054,0.101463
-1.923489,6.053432,1.265018
-1.241066,6.290428,1.571491
-1.502014,5.960003,2.648907
-1.729488,6.175426,3.893841
-2.421432,5.351818,4.358311
-1.353539,5.476341,4.901779
-0.913021,6.510612,5.667961
-1.291351,6.103718,6.548996
-2.443005,5.354347,7.310268
-2.907475,5.93129,6.742847
-0.532459,7.535362,7.947166
-1.46616,6.673519,10.724464
-3.139709,7.204937,11.184174
-4.245838,7.228889,14.009377
-2.86433,7.992691,14.344563
-2.577049,9.144344,13.281429
-3.604179,8.701298,13.075527
-3.764557,7.80122,14.933407
-3.525181,7.80122,15.974968
-2.639236,7.60722,14.744316
-2.790092,7.018227,15.663734
-3.276134,6.448425,14.358845
-2.577049,6.053432,12.194492
-1.674442,5.84753,11.098034
-1.849251,5.65353,10.391659
-2.421432,5.524246,9.615955
-2.929047,5.471581,8.349449
-3.091805,5.270439,7.839455
-3.644794,4.841972,7.224129
-3.857986,4.760445,6.718895
-3.764557,4.983158,6.86499
-3.450943,5.155586,6.553757
-4.104504,4.829922,6.072475
-3.869888,4.80835,5.696674
-3.515511,4.90416,5.756481
-3.101326,4.765354,6.424473
-3.42223,4.925732,6.673519
-3.335941,5.086109,7.149891
-3.266613,5.225063,6.845798
-3.498848,5.912098,6.378948
-3.589748,5.924149,6.446045
-3.110996,5.720627,5.921768
-2.885902,5.260918,4.813259
-2.612904,4.925732,3.077374
-1.547539,4.887348,2.124481
-0.455841,4.863396,1.660011
0.432484,5.102921,1.006451
-0.25946,4.865925,0.774216
-0.652073,5.009491,0.302456
-1.0975,5.287251,0.242649
-1.944912,5.315964,1.324825
-2.464577,5.308823,2.404621
-2.486,5.335155,3.331181
-2.593861,5.852291,3.640034
-2.974422,5.552959,3.826744
-3.14447,5.351818,4.363071
-2.462196,5.74934,5.313583
-2.069435,6.0271,5.84515
-2.059914,5.892906,6.132431
-1.430157,6.331043,6.692711
-1.339256,6.199379,7.568836
-2.091007,5.725388,7.61198
-2.050392,6.292809,8.042976
-1.420635,6.220951,9.359768
-1.224403,5.770912,9.929569
-0.585125,6.134811,10.180996
-0.573074,6.12038,10.3988
-0.81736,5.924149,11.449883
-1.312923,6.154003,12.148968
-1.729488,6.362286,12.558392
-1.547539,6.194618,13.130573
-1.377491,6.11562,13.051575
-0.604168,6.177956,11.971779
-0.173321,5.969524,11.825832
-0.896358,5.938431,11.191315
-1.236305,5.715866,11.177032
-0.752644,5.713337,11.248741
-0.484554,5.720627,11.126747
-0.563553,5.761242,10.729225
-0.403175,5.699055,10.432423
-0.836403,5.569771,9.876904
-0.879547,5.742199,9.831379
-0.755024,5.74696,9.697334
-0.795788,5.876244,9.180199
-1.164448,5.696674,9.108341
-0.733452,5.761242,9.19463
-0.228367,5.74934,8.82106
-0.087032,5.390202,8.1675
-0.319267,5.315964,7.24332
-0.429508,5.452389,7.341511
-0.16856,5.677483,7.954308
-0.503746,5.430965,8.198593
-1.142876,5.038204,7.477936
-1.265018,5.134014,6.841038
-0.963306,5.052635,6.49633
-0.91555,5.246487,5.84024
-0.613838,5.315964,5.344677
-0.683315,5.119583,4.736641
-1.219494,5.009491,4.035027
-1.401443,5.050255,3.728554
-1.396683,5.10054,3.61132
-1.425396,5.165108,3.168423
-1.485352,5.129253,2.785332
-1.164448,5.311203,2.67524
-1.542778,5.035824,2.426193
-1.171589,5.349438,2.023911
-0.771835,5.56501,2.430954
-0.951405,5.296772,3.13718
-1.430157,5.026302,3.733463
-1.547539,5.066917,4.729351
-1.224403,5.457298,5.476341
-0.910641,5.617676,5.648769
-1.988056,4.71983,5.672722
-2.21315,4.865925,5.919239
-0.870026,5.387821,6.991894
0.633625,5.881004,8.133877
0.612053,5.802006,8.521877
-0.166031,5.658291,8.785206
0.003868,6.247284,9.271248
-0.331318,6.106098,10.801083
-0.434269,6.410191,11.112316
-0.613838,6.288048,11.859306
-0.980118,5.93605,13.020481
-1.423016,5.983955,13.607094
-1.636059,6.01981,14.234322
-1.363209,5.787575,15.062691
-1.051975,5.65353,15.855206
-0.640171,5.354347,15.754635
-0.788647,5.18668,13.815376
-0.146988,4.935253,12.706867
0.056534,5.071827,11.512218
0.425343,4.987919,10.169094
-0.146988,4.846733,9.637527
-0.702358,4.679066,9.01506
-0.707119,4.822781,8.868965
-0.802929,4.688736,8.426067
-0.757404,4.81073,7.659885
-0.386364,4.667164,6.943989
-0.403175,4.758064,5.560249
-0.450932,4.937634,4.63607
-0.163651,5.263298,3.678268
1.126808,5.876244,2.780571
3.719627,6.189857,1.954582
6.133026,6.405281,0.508358
7.164917,6.39576,-1.076523
7.648579,6.436523,-1.490707
8.515331,6.982372,-0.657578
8.654137,7.013466,1.657631
7.253586,6.596901,4.080551
4.610332,6.285667,6.407661
2.378883,5.960003,8.461922
1.294327,5.857052,9.058056
0.95676,5.667961,8.751583
1.131569,5.227444,8.44035
1.495468,4.856255,7.585648
0.200249,4.571354,7.288845
-1.095119,4.051838,7.722073
-1.703156,3.819603,8.943203
-2.929047,3.726173,9.802666
-4.26012,3.292797,10.671799
-5.411774,3.086895,11.277454
-5.342297,3.335941,10.856129
-6.625614,3.453323,9.513004
-8.565022,3.101326,8.318356
-8.746971,3.589748,7.944786
-9.050915,3.845936,8.150688
-9.094059,4.111645,7.997452
-8.495544,4.209835,7.746025
-7.233799,4.492355,7.465885
-5.399872,5.007111,7.23365
-3.343231,5.117203,6.886562
-0.652073,5.744579,5.763622
0.67186,5.828339,5.112442
0.997524,5.624817,5.37339
1.088425,6.249664,6.912895
1.004665,6.39814,8.593586
0.604912,6.623234,9.355007
0.061295,6.965561,9.055676
-0.544361,6.40052,9.671001
-0.870026,6.783611,8.713348
-0.99931,6.429234,8.777916
-0.659363,6.386238,8.667824
-0.757404,6.077385,8.584064
-0.680786,5.873863,8.529018
-0.671265,5.725388,8.208115
-0.826881,5.708576,8.021404
-1.085449,5.586582,8.157829
-0.984879,5.718246,8.026165
-1.008831,5.708576,7.714931
-1.085449,5.658291,7.822643
-1.212353,5.603245,7.959217
-1.154926,5.572151,7.774738
-1.18364,5.493153,7.746025
-1.427776,5.4692,7.573746
-1.391922,5.399723,7.683838
-1.133354,5.488392,7.762836
-1.116543,5.450008,7.647984
-1.171589,5.459679,7.504269
-1.241066,5.442867,7.470795
-1.226784,5.430965,7.676697
-1.308163,5.552959,7.834694
-1.27692,5.576912,8.064548
-1.375111,5.447628,8.086121
-1.360828,5.4692,8.148308
-1.257877,5.464439,8.16021
-1.339256,5.55772,7.932884
-1.475681,5.464439,8.030926
-1.322445,5.399723,8.030926
-1.446968,5.445248,7.963978
-1.482822,5.430965,7.772358
-1.245827,5.404484,7.714931
-1.159687,5.423676,7.777267
-1.27454,5.507435,7.789169
-1.238686,5.497913,7.777267
-1.262638,5.440487,7.731743
-1.221874,5.394962,7.729362
-1.487732,5.37339,7.664646
-1.164448,5.457298,7.643074
-0.881927,5.509964,7.667027
-1.126213,5.407013,7.717312
-1.310543,5.330395,7.959217
-1.224403,5.529007,8.045357
-1.382401,5.339916,8.105164
-1.303402,5.473961,8.129116
-1.212353,5.462059,7.908932
-1.310543,5.411774,7.789169
-1.480442,5.483631,7.858646
-1.497253,5.375771,7.971119
-1.411114,5.349438,7.997452
-1.427776,5.378151,7.880219
-1.317684,5.473961,7.846596
-1.382401,5.407013,7.846596
-1.339256,5.361488,7.750935
-1.334496,5.483631,7.784409
-1.391922,5.421295,7.899261
-1.334496,5.325485,7.923214
-1.265018,5.304062,7.738884
-1.219494,5.37101,7.825024
-1.205212,5.435726,7.899261
-1.336876,5.411774,8.105164
-1.27216,5.430965,7.932884
-1.265018,5.308823,7.846596
-1.427776,5.347057,7.894501
-1.46616,5.407013,7.98793
-1.303402,5.438107,8.16988
-1.375111,5.356728,7.992691
-1.329735,5.335155,7.61198
-0.936974,5.363869,7.731743
-1.226784,5.46682,7.817883
-1.329735,5.471581,7.966358
-1.085449,5.37101,8.16988
-1.178879,5.407013,8.093262
-1.336876,5.387821,7.851357
-1.248207,5.392582,7.765217
-1.047215,5.402103,7.822643
-1.020882,5.423676,7.80122
-1.265018,5.387821,7.817883
-1.253117,5.385441,7.827553
-1.214733,5.308823,7.679077
-1.286591,5.416534,7.650364
-1.363209,5.430965,7.817883
-1.37273,5.509964,7.990311
-1.45649,5.418915,8.038216
-1.401443,5.38068,8.184162
-1.190781,5.368629,8.129116
-1.418255,5.325485,7.894501
-1.198071,5.464439,7.956837
-1.083069,5.438107,7.69574
-1.200451,5.397343,7.635933
-1.145256,5.375771,7.894501
-1.219494,5.368629,7.940025
-1.142876,5.337536,7.870548
-1.169209,5.344677,7.767597
-1.439827,5.38306,7.822643
-1.310543,5.502674,7.901642
-1.078308,5.442867,7.848976
-1.238686,5.394962,7.899261
-1.37035,5.394962,8.052498
-1.27692,5.397343,8.059788
-1.18602,5.328014,7.863407
-1.138115,5.416534,7.690979
-1.104641,5.423676,7.882599
-1.236305,5.407013,7.841835
-1.229164,5.363869,7.97588
-1.205212,5.392582,8.165119
-1.365589,5.335155,8.078831
-1.336876,5.337536,7.966358
-1.288971,5.318344,7.817883
-1.442207,5.318344,7.690979
-1.310543,5.323105,7.69574
-1.164448,5.342297,7.827553
-1.123833,5.351818,7.805981
-1.207592,5.239346,7.748405
-1.176498,5.342297,7.659885
-1.056736,5.368629,7.949547
-0.977737,5.421295,8.145927
-1.159687,5.378151,8.119595
-1.348778,5.296772,8.07407
-1.286591,5.402103,7.908932
-1.056736,5.418915,7.875309
-1.150166,5.428436,7.808361
-1.138115,5.512344,7.98064
-1.054356,5.471581,8.165119
-1.301022,5.320724,7.971119
-1.205212,5.342297,7.839455
-1.226784,5.378151,7.880219
-1.104641,5.418915,8.066929
-1.198071,5.339916,8.16021
-1.209972,5.337536,7.971119
-1.260258,5.287251,7.896881
-1.224403,5.292011,7.753315
-1.303402,5.359108,7.664646
-1.145256,5.390202,7.954308
-1.236305,5.280109,8.17226
-1.449348,5.234585,8.098022
-1.339256,5.330395,7.848976
-1.209972,5.385441,7.748405
-1.061497,5.344677,7.674316
-1.030403,5.421295,7.748405
